Elaborado el... 2007-11-15
Mes: 1 de Febrero de 2007 al 28 de Febrero de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO
0641416 |3846 | 2007-05-07 | 10:08:44 | 11:08:44 | idiomas | pc01 | Practica
0635926 |3846 | 2007-05-07 | 10:09:34 | 11:09:34 | idiomas | pc03 | Practica
0522208 |3857 | 2007-05-07 | 08:56:52 | 09:56:52 | idiomas | pc20 | Practica
16253860 |1111 | 2007-05-07 | 08:36:52 | 09:36:52 | idiomas | pc22 | Practica
0730114 |3857 | 2007-05-08 | 10:01:04 | 11:01:04 | idiomas | pc12 | Practica
0505278 |7878 | 2007-05-08 | 09:03:36 | 10:03:36 | idiomas | pc12 | Clase
0730810 |3857 | 2007-05-08 | 09:54:08 | 10:54:08 | idiomas | pc14 | Practica
6322782 |3333 | 2007-05-08 | 10:34:03 | 11:34:03 | idiomas | pc14 | Practica
0444268 |3748 | 2007-05-09 | 14:01:57 | 15:01:57 | idiomas | pc01 | Practica
0330018 |3846 | 2007-05-09 | 09:00:45 | 10:00:45 | idiomas | pc01 | Practica
0327935 |3846 | 2007-05-09 | 09:01:10 | 10:01:10 | idiomas | pc03 | Practica
0639327 |3842 | 2007-05-09 | 14:12:22 | 15:12:22 | idiomas | pc03 | Practica
0530964 |3842 | 2007-05-09 | 14:16:24 | 15:16:24 | idiomas | pc04 | Practica
0505278 |7878 | 2007-05-09 | 09:04:44 | 10:04:44 | idiomas | pc06 | Practica
0533369 |3842 | 2007-05-09 | 14:18:09 | 15:18:09 | idiomas | pc06 | Practica
0422147 |3842 | 2007-05-09 | 15:18:34 | 16:18:34 | idiomas | pc08 | Practica
0522208 |3857 | 2007-05-09 | 15:53:36 | 16:53:36 | idiomas | pc21 | Practica
0422280 |3857 | 2007-05-10 | 09:56:14 | 10:56:14 | idiomas | pc01 | Practica
0422247 |3857 | 2007-05-10 | 09:56:25 | 10:56:25 | idiomas | pc03 | Practica
0730878 |3857 | 2007-05-10 | 10:02:24 | 11:02:24 | idiomas | pc04 | Practica
0735140 |3857 | 2007-05-10 | 10:02:43 | 11:02:43 | idiomas | pc06 | Practica
0441530 |3857 | 2007-05-10 | 11:11:22 | 12:11:22 | idiomas | pc12 | Practica
0505278 |7878 | 2007-05-10 | 08:58:39 | 09:58:39 | idiomas | pc12 | Practica
0441530 |3857 | 2007-05-10 | 08:34:00 | 09:34:00 | idiomas | pc14 | Practica
0444268 |3748 | 2007-05-10 | 10:58:11 | 11:58:11 | idiomas | pc14 | Practica
0441530 |3857 | 2007-05-10 | 16:26:05 | 17:26:05 | idiomas | pc16 | Practica
0444268 |3748 | 2007-05-10 | 09:00:58 | 10:00:58 | idiomas | pc16 | Practica
0439281 |3857 | 2007-05-10 | 10:48:03 | 11:48:03 | idiomas | pc16 | Practica
0626489 |3842 | 2007-05-10 | 09:25:47 | 10:25:47 | idiomas | pc18 | Practica
0332513 |3857 | 2007-05-10 | 17:32:19 | 18:32:19 | idiomas | pc18 | Practica
0626216 |3857 | 2007-05-10 | 16:05:39 | 17:05:39 | idiomas | pc18 | Practica
0444268 |3748 | 2007-05-10 | 16:47:50 | 17:47:50 | idiomas | pc20 | Practica
0624961 |3842 | 2007-05-10 | 09:26:12 | 10:26:12 | idiomas | pc20 | Practica
0627619 |3857 | 2007-05-10 | 16:05:26 | 17:05:26 | idiomas | pc20 | Practica
0422147 |3842 | 2007-05-10 | 11:11:08 | 12:11:08 | idiomas | pc22 | Practica
0422147 |3842 | 2007-05-10 | 16:25:27 | 17:25:27 | idiomas | pc22 | Practica
0232681 |3846 | 2007-05-10 | 16:05:12 | 17:05:12 | idiomas | pc22 | Practica
0730114 |3857 | 2007-05-10 | 10:00:18 | 11:00:18 | idiomas | pc22 | Practica
0529196 |3846 | 2007-05-11 | 14:43:07 | 15:43:07 | idiomas | pc01 | Practica
0439281 |3857 | 2007-05-11 | 14:43:46 | 15:43:46 | idiomas | pc03 | Practica
0441903 |3857 | 2007-05-11 | 14:50:40 | 15:50:40 | idiomas | pc04 | Practica
16859301 |3333 | 2007-05-11 | 15:04:23 | 16:04:23 | idiomas | pc06 | Practica
0429699 |3846 | 2007-05-11 | 15:03:47 | 16:03:47 | idiomas | pc08 | Practica
0441530 |3857 | 2007-05-11 | 15:16:35 | 16:16:35 | idiomas | pc10 | Practica
0522240 |3857 | 2007-05-11 | 09:36:22 | 10:36:22 | idiomas | pc12 | Practica
0626489 |3842 | 2007-05-11 | 09:18:02 | 10:18:02 | idiomas | pc14 | Practica
0322156 |3842 | 2007-05-11 | 15:12:39 | 16:12:39 | idiomas | pc14 | Practica
0322051 |3842 | 2007-05-11 | 15:13:30 | 16:13:30 | idiomas | pc16 | Practica
0422114 |3842 | 2007-05-11 | 11:21:46 | 12:21:46 | idiomas | pc16 | Practica
0626096 |3842 | 2007-05-11 | 08:59:24 | 09:59:24 | idiomas | pc16 | Practica
0444268 |3748 | 2007-05-11 | 08:59:11 | 09:59:11 | idiomas | pc18 | Practica
0626233 |3842 | 2007-05-11 | 08:59:00 | 09:59:00 | idiomas | pc20 | Practica
0441530 |3857 | 2007-05-11 | 10:43:38 | 11:43:38 | idiomas | pc20 | Practica
0624690 |3842 | 2007-05-11 | 08:58:44 | 09:58:44 | idiomas | pc22 | Practica
0730114 |3857 | 2007-05-11 | 10:02:56 | 11:02:56 | idiomas | pc22 | Practica
0437765 |3842 | 2007-05-13 | 11:59:03 | 12:59:03 | idiomas | pc22 | Practica
16253860 |1111 | 2007-05-14 | 08:45:23 | 09:45:23 | idiomas | pc01 | Practica
0730878 |3857 | 2007-05-14 | 10:01:18 | 11:01:18 | idiomas | pc03 | Practica
0630604 |3846 | 2007-05-14 | 10:09:31 | 11:09:31 | idiomas | pc04 | Practica
0732335 |3857 | 2007-05-14 | 10:22:15 | 11:22:15 | idiomas | pc06 | Practica
0733717 |3857 | 2007-05-14 | 10:22:42 | 11:22:42 | idiomas | pc08 | Practica
0735807 |3846 | 2007-05-14 | 10:27:08 | 11:27:08 | idiomas | pc10 | Practica
66729759 |3333 | 2007-05-14 | 12:50:57 | 13:50:57 | idiomas | pc20 | Practica
0322051 |3842 | 2007-05-15 | 10:28:42 | 11:28:42 | idiomas | pc16 | Practica
0422253 |3857 | 2007-05-15 | 10:20:40 | 11:20:40 | idiomas | pc18 | Practica
0024142 |3651 | 2007-05-15 | 10:02:16 | 11:02:16 | idiomas | pc20 | Practica
16253860 |1111 | 2007-05-15 | 08:51:05 | 09:51:05 | idiomas | pc22 | Practica
16704493 |1111 | 2007-05-15 | 11:17:06 | 12:17:06 | idiomas | pc22 | Practica
0625150 |3857 | 2007-05-16 | 15:11:32 | 16:11:32 | idiomas | pc01 | Practica
0505278 |7878 | 2007-05-16 | 09:01:41 | 10:01:41 | idiomas | pc01 | Practica
0522104 |3857 | 2007-05-16 | 10:25:54 | 11:25:54 | idiomas | pc01 | Practica
0638075 |3857 | 2007-05-16 | 15:11:45 | 16:11:45 | idiomas | pc03 | Practica
0522208 |3857 | 2007-05-16 | 10:28:05 | 11:28:05 | idiomas | pc03 | Practica
0538900 |3842 | 2007-05-16 | 10:48:01 | 11:48:01 | idiomas | pc04 | Practica
66844773 |3333 | 2007-05-16 | 18:02:00 | 19:02:00 | idiomas | pc05 | Practica
0533528 |3842 | 2007-05-16 | 10:48:36 | 11:48:36 | idiomas | pc06 | Practica
16647480 |3333 | 2007-05-16 | 18:02:22 | 19:02:22 | idiomas | pc07 | Practica
0625101 |3857 | 2007-05-16 | 11:02:01 | 12:02:01 | idiomas | pc08 | Practica
0522365 |3857 | 2007-05-16 | 10:38:57 | 11:38:57 | idiomas | pc22 | Practica
0626233 |3842 | 2007-05-17 | 16:07:25 | 17:07:25 | idiomas | pc01 | Practica
0441530 |3857 | 2007-05-17 | 08:59:57 | 09:59:57 | idiomas | pc01 | Practica
0322051 |3842 | 2007-05-17 | 14:39:13 | 15:39:13 | idiomas | pc01 | Practica
0626489 |3842 | 2007-05-17 | 16:07:59 | 17:07:59 | idiomas | pc02 | Practica
0625129 |3842 | 2007-05-17 | 16:16:27 | 17:16:27 | idiomas | pc03 | Practica
0730878 |3857 | 2007-05-17 | 09:59:23 | 10:59:23 | idiomas | pc03 | Practica
0627197 |3846 | 2007-05-17 | 16:08:26 | 17:08:26 | idiomas | pc04 | Practica
0730114 |3857 | 2007-05-17 | 10:00:14 | 11:00:14 | idiomas | pc04 | Practica
0635023 |3846 | 2007-05-17 | 16:54:45 | 17:54:45 | idiomas | pc04 | Practica
0441903 |3857 | 2007-05-17 | 16:16:48 | 17:16:48 | idiomas | pc06 | Practica
0626216 |3857 | 2007-05-17 | 16:35:22 | 17:35:22 | idiomas | pc08 | Practica
0641891 |3846 | 2007-05-17 | 16:53:10 | 17:53:10 | idiomas | pc10 | Practica
0635023 |3846 | 2007-05-17 | 16:53:46 | 17:53:46 | idiomas | pc12 | Practica
0505278 |7878 | 2007-05-18 | 16:09:35 | 17:09:35 | idiomas | pc01 | Practica
0529196 |3846 | 2007-05-18 | 15:01:08 | 16:01:08 | idiomas | pc01 | Practica
16647480 |3333 | 2007-05-18 | 17:40:04 | 18:40:04 | idiomas | pc01 | Practica
66844773 |3333 | 2007-05-18 | 17:40:46 | 18:40:46 | idiomas | pc02 | Practica
0533476 |3846 | 2007-05-18 | 16:28:45 | 17:28:45 | idiomas | pc03 | Practica
0322411 |3846 | 2007-05-18 | 16:52:23 | 17:52:23 | idiomas | pc04 | Practica
0322230 |3846 | 2007-05-18 | 16:52:55 | 17:52:55 | idiomas | pc06 | Practica
0444268 |3748 | 2007-05-18 | 18:16:51 | 19:16:51 | idiomas | pc06 | Practica
0441530 |3857 | 2007-05-18 | 17:02:28 | 18:02:28 | idiomas | pc07 | Practica
0422147 |3842 | 2007-05-18 | 17:00:07 | 18:00:07 | idiomas | pc09 | Practica
0624943 |3857 | 2007-05-18 | 17:29:17 | 18:29:17 | idiomas | pc12 | Practica
0505278 |7878 | 2007-05-19 | 15:01:08 | 16:01:08 | idiomas | pc14 | Practica
16647480 |3333 | 2007-05-19 | 15:01:48 | 16:01:48 | idiomas | pc16 | Practica
0422147 |3842 | 2007-05-19 | 15:31:45 | 16:31:45 | idiomas | pc18 | Practica
0731777 |3846 | 2007-05-24 | 10:19:18 | 11:19:18 | idiomas | pc18 | Practica
0441530 |3857 | 2007-05-24 | 14:38:51 | 15:38:51 | idiomas | pc18 | Practica
0730878 |3857 | 2007-05-24 | 10:04:45 | 11:04:45 | idiomas | pc20 | Practica
0505278 |7878 | 2007-05-24 | 16:26:34 | 17:26:34 | idiomas | pc20 | Practica
0322051 |3842 | 2007-05-24 | 14:38:37 | 15:38:37 | idiomas | pc20 | Practica
0626489 |3842 | 2007-05-24 | 08:55:06 | 09:55:06 | idiomas | pc20 | Practica
0422264 |3857 | 2007-05-24 | 09:28:10 | 10:28:10 | idiomas | pc22 | Practica
16704493 |1111 | 2007-05-24 | 08:53:46 | 09:53:46 | idiomas | pc22 | Practica
0730114 |3857 | 2007-05-24 | 10:04:27 | 11:04:27 | idiomas | pc22 | Practica
0322125 |3842 | 2007-05-24 | 14:37:43 | 15:37:43 | idiomas | pc22 | Practica
0522208 |3857 | 2007-05-29 | 11:20:37 | 12:20:37 | idiomas | pc22 | Practica


Elaborado el... 2007-11-15
Mes: 1 de Junio de 2007 al 30 de Junio de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO

66844773 |3333 | 2007-06-02 | 15:39:08 | 16:39:08 | idiomas | pc16 | Practica
16647480 |3333 | 2007-06-02 | 15:38:23 | 16:38:23 | idiomas | pc20 | Practica
0635867 |3857 | 2007-06-04 | 08:56:09 | 09:56:09 | idiomas | pc01 | Practica
0636213 |3857 | 2007-06-04 | 08:56:25 | 09:56:25 | idiomas | pc03 | Practica
0629228 |3857 | 2007-06-04 | 09:00:40 | 10:00:40 | idiomas | pc04 | Practica
0629878 |3857 | 2007-06-05 | 08:31:03 | 09:31:03 | idiomas | pc18 | Practica
0639158 |3857 | 2007-06-05 | 08:30:47 | 09:30:47 | idiomas | pc20 | Practica
0522250 |3846 | 2007-06-05 | 11:32:20 | 12:32:20 | idiomas | pc20 | Practica
0638075 |3857 | 2007-06-05 | 08:20:27 | 09:20:27 | idiomas | pc22 | Practica
0522247 |3846 | 2007-06-05 | 11:32:07 | 12:32:07 | idiomas | pc22 | Practica
0522247 |3846 | 2007-06-06 | 15:12:46 | 16:12:46 | idiomas | pc01 | Practica
0522247 |3846 | 2007-06-06 | 15:16:18 | 16:16:18 | idiomas | pc01 | Practica
0522250 |3846 | 2007-06-06 | 15:13:24 | 16:13:24 | idiomas | pc03 | Practica
0422196 |3845 | 2007-06-07 | 15:44:22 | 16:44:22 | idiomas | pc18 | Practica
0641859 |3747 | 2007-06-07 | 08:55:42 | 09:55:42 | idiomas | pc18 | Clase
0733717 |3857 | 2007-06-07 | 09:56:04 | 10:56:04 | idiomas | pc20 | Practica
0429699 |3846 | 2007-06-07 | 14:26:37 | 15:26:37 | idiomas | pc20 | Practica
66844773 |3333 | 2007-06-07 | 17:08:52 | 18:08:52 | idiomas | pc20 | Practica
0731954 |3846 | 2007-06-07 | 08:55:12 | 09:55:12 | idiomas | pc22 | Practica
16450247 |1111 | 2007-06-07 | 10:37:04 | 11:37:04 | idiomas | pc22 | Practica
0281517 |2711 | 2007-06-08 | 13:58:28 | 14:58:28 | idiomas | pc01 | Clase
0644442 |2713 | 2007-06-08 | 10:58:58 | 11:58:58 | idiomas | pc18 | Practica
0630604 |3846 | 2007-06-08 | 10:49:11 | 11:49:11 | idiomas | pc20 | Practica
0625877 |3846 | 2007-06-08 | 10:49:34 | 11:49:34 | idiomas | pc22 | Practica
66844773 |3333 | 2007-06-09 | 14:25:14 | 15:25:14 | idiomas | pc05 | Practica
16647480 |3333 | 2007-06-09 | 15:53:18 | 16:53:18 | idiomas | pc07 | Practica
0641891 |3846 | 2007-06-12 | 09:52:05 | 10:52:05 | idiomas | pc22 | Practica
0441530 |3857 | 2007-06-13 | 09:49:18 | 10:49:18 | idiomas | pc01 | Practica
0441530 |3857 | 2007-06-13 | 15:22:31 | 16:22:31 | idiomas | pc03 | Practica
0529196 |3846 | 2007-06-13 | 18:07:49 | 19:07:49 | idiomas | pc06 | Practica
0422147 |3842 | 2007-06-14 | 08:51:15 | 09:51:15 | idiomas | pc01 | Practica
0441530 |3857 | 2007-06-14 | 08:55:09 | 09:55:09 | idiomas | pc03 | Practica
0340254 |3857 | 2007-06-14 | 10:55:20 | 11:55:20 | idiomas | pc05 | Practica
0328771 |3857 | 2007-06-14 | 10:57:12 | 11:57:12 | idiomas | pc07 | Practica
0441530 |3857 | 2007-06-15 | 09:51:51 | 10:51:51 | idiomas | pc01 | Practica
0441530 |3857 | 2007-06-15 | 15:00:29 | 16:00:29 | idiomas | pc01 | Practica
0441903 |3857 | 2007-06-15 | 15:00:50 | 16:00:50 | idiomas | pc03 | Practica
0734540 |3857 | 2007-06-15 | 10:48:54 | 11:48:54 | idiomas | pc03 | Practica
0422147 |3842 | 2007-06-15 | 15:01:08 | 16:01:08 | idiomas | pc05 | Practica
94424086 |1111 | 2007-06-15 | 17:41:14 | 18:41:14 | idiomas | pc06 | Practica
0522279 |3857 | 2007-06-15 | 15:47:29 | 16:47:29 | idiomas | pc07 | Practica
16647480 |3333 | 2007-06-15 | 18:07:07 | 19:07:07 | idiomas | pc07 | Practica
66844773 |3333 | 2007-06-15 | 18:07:24 | 19:07:24 | idiomas | pc08 | Practica
0522208 |3857 | 2007-06-15 | 15:48:36 | 16:48:36 | idiomas | pc09 | Practica
0711062 |3645 | 2007-06-15 | 16:10:55 | 17:10:55 | idiomas | pc11 | Practica
0523759 |2715 | 2007-06-15 | 16:15:12 | 17:15:12 | idiomas | pc13 | Practica
0522208 |3857 | 2007-06-15 | 09:51:30 | 10:51:30 | idiomas | pc22 | Practica
0530405 |3842 | 2007-06-19 | 09:03:51 | 10:03:51 | idiomas | pc14 | Practica
0539433 |3842 | 2007-06-19 | 09:04:08 | 10:04:08 | idiomas | pc16 | Practica
0539481 |3842 | 2007-06-19 | 09:27:11 | 10:27:11 | idiomas | pc18 | Practica
0538221 |3842 | 2007-06-19 | 09:29:18 | 10:29:18 | idiomas | pc20 | Practica
0441530 |3857 | 2007-06-20 | 15:00:52 | 16:00:52 | idiomas | pc01 | Practica
0441530 |3857 | 2007-06-20 | 09:01:25 | 10:01:25 | idiomas | pc03 | Practica
0731954 |3846 | 2007-06-20 | 11:01:31 | 12:01:31 | idiomas | pc05 | Practica
0122091 |3845 | 2007-06-20 | 18:16:21 | 19:16:21 | idiomas | pc05 | Practica
0522104 |3857 | 2007-06-21 | 11:06:54 | 12:06:54 | idiomas | pc01 | Practica
0433607 |3857 | 2007-06-21 | 15:55:54 | 16:55:54 | idiomas | pc01 | Practica
0522240 |3857 | 2007-06-21 | 11:07:13 | 12:07:13 | idiomas | pc03 | Practica
31162165 |1111 | 2007-06-21 | 16:33:52 | 17:33:52 | idiomas | pc03 | Practica
0441530 |3857 | 2007-06-21 | 17:21:37 | 18:21:37 | idiomas | pc05 | Practica
16704493 |1111 | 2007-06-22 | 09:19:58 | 10:19:58 | idiomas | pc01 | Practica
0422147 |3842 | 2007-06-23 | 16:01:39 | 17:01:39 | idiomas | pc05 | Practica
0441530 |3857 | 2007-06-24 | 09:28:26 | 10:28:26 | idiomas | pc01 | Practica


Elaborado el... 2007-11-15
Mes: 1 de Agosto de 2007 al 31 de Agosto de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO

0444268 |3748 | 2007-08-22 | 14:41:16 | 15:41:16 | idiomas | pc01 | Practica
0444268 |3748 | 2007-08-23 | 13:34:26 | 14:34:26 | idiomas | pc01 | Practica
0646047 |3857 | 2007-08-23 | 16:17:41 | 17:17:41 | idiomas | pc01 | Practica
0444268 |3748 | 2007-08-23 | 19:19:55 | 20:19:55 | idiomas | pc01 | Practica
0529196 |3846 | 2007-08-24 | 14:59:40 | 15:59:40 | idiomas | pc01 | Practica
0440520 |3845 | 2007-08-24 | 17:52:58 | 18:52:58 | idiomas | pc01 | Practica
0543597 |3842 | 2007-08-24 | 15:29:46 | 16:29:46 | idiomas | pc03 | Practica
0444268 |3748 | 2007-08-24 | 16:35:57 | 17:35:57 | idiomas | pc03 | Practica
0538422 |3842 | 2007-08-24 | 15:30:04 | 16:30:04 | idiomas | pc04 | Practica
0646047 |3857 | 2007-08-24 | 17:31:03 | 18:31:03 | idiomas | pc04 | Practica
0228931 |3845 | 2007-08-24 | 18:22:02 | 19:22:02 | idiomas | pc05 | Practica
0644293 |3260 | 2007-08-24 | 18:24:15 | 19:24:15 | idiomas | pc06 | Practica
0444247 |3857 | 2007-08-27 | 17:18:42 | 18:18:42 | idiomas | pc01 | Practica
0225777 |3842 | 2007-08-27 | 20:21:39 | 21:21:39 | idiomas | pc01 | Practica
0440520 |3845 | 2007-08-27 | 17:55:28 | 18:55:28 | idiomas | pc03 | Practica
0234106 |3842 | 2007-08-27 | 20:22:23 | 21:22:23 | idiomas | pc03 | Practica
0437246 |3846 | 2007-08-27 | 14:41:29 | 15:41:29 | idiomas | pc04 | Practica
9929364 |3845 | 2007-08-27 | 20:26:24 | 21:26:24 | idiomas | pc05 | Practica
0422264 |3857 | 2007-08-27 | 14:41:47 | 15:41:47 | idiomas | pc06 | Practica
0422233 |3845 | 2007-08-27 | 19:15:33 | 20:15:33 | idiomas | pc20 | Practica
0451170 |3845 | 2007-08-27 | 19:15:09 | 20:15:09 | idiomas | pc21 | Practica
0422196 |3845 | 2007-08-27 | 19:14:04 | 20:14:04 | idiomas | pc22 | Practica
0444268 |3748 | 2007-08-28 | 17:41:37 | 18:41:37 | idiomas | pc01 | Practica
0532542 |3841 | 2007-08-28 | 18:00:22 | 19:00:22 | idiomas | pc04 | Practica
0530620 |3841 | 2007-08-28 | 18:01:55 | 19:01:55 | idiomas | pc05 | Practica
0528823 |3841 | 2007-08-28 | 18:02:10 | 19:02:10 | idiomas | pc06 | Practica
0732391 |3841 | 2007-08-30 | 15:55:46 | 16:55:46 | idiomas | pc01 | Practica
0440520 |3845 | 2007-08-30 | 17:55:04 | 18:55:04 | idiomas | pc01 | Practica
0444268 |3748 | 2007-08-30 | 13:14:24 | 14:14:24 | idiomas | pc01 | Practica
0732930 |3841 | 2007-08-30 | 17:51:30 | 18:51:30 | idiomas | pc03 | Practica
0329507 |3842 | 2007-08-30 | 14:23:56 | 15:23:56 | idiomas | pc03 | Practica
0522301 |3857 | 2007-08-30 | 16:59:33 | 17:59:33 | idiomas | pc03 | Practica
0444268 |3748 | 2007-08-30 | 17:13:51 | 18:13:51 | idiomas | pc04 | Practica
0626102 |3845 | 2007-08-30 | 17:38:52 | 18:38:52 | idiomas | pc06 | Practica
9929364 |3845 | 2007-08-30 | 17:55:50 | 18:55:50 | idiomas | pc08 | Practica
0626264 |3845 | 2007-08-30 | 18:07:33 | 19:07:33 | idiomas | pc14 | Practica
0529196 |3846 | 2007-08-31 | 16:49:42 | 17:49:42 | idiomas | pc01 | Practica
0422233 |3845 | 2007-08-31 | 18:13:02 | 19:13:02 | idiomas | pc01 | Practica
0732159 |3846 | 2007-08-31 | 13:27:25 | 14:27:25 | idiomas | pc01 | Practica
9614581 |3845 | 2007-08-31 | 19:08:54 | 20:08:54 | idiomas | pc01 | Practica
9929277 |3845 | 2007-08-31 | 19:10:34 | 20:10:34 | idiomas | pc03 | Practica
0537646 |3846 | 2007-08-31 | 14:17:23 | 15:17:23 | idiomas | pc03 | Practica
0624346 |3846 | 2007-08-31 | 16:02:20 | 17:02:20 | idiomas | pc04 | Practica
0623380 |3846 | 2007-08-31 | 16:02:38 | 17:02:38 | idiomas | pc06 | Practica
9929364 |3845 | 2007-08-31 | 16:26:07 | 17:26:07 | idiomas | pc08 | Practica
0623372 |3846 | 2007-08-31 | 16:25:52 | 17:25:52 | idiomas | pc10 | Practica


Elaborado el... 2007-11-15
Mes: 1 de Septiembre de 2007 al 30 de Septiembre de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO

0222304 |3842 | 2007-09-01 | 08:35:15 | 09:35:15 | idiomas | pc01 | Practica
0711062 |3645 | 2007-09-03 | 13:37:22 | 14:37:22 | idiomas | pc03 | Practica
0437550 |3857 | 2007-09-03 | 17:09:24 | 18:09:24 | idiomas | pc03 | Practica
0733470 |3841 | 2007-09-03 | 18:47:02 | 19:47:02 | idiomas | pc03 | Practica
0732930 |3841 | 2007-09-03 | 16:07:35 | 17:07:35 | idiomas | pc04 | Practica
0734348 |3841 | 2007-09-03 | 17:57:13 | 18:57:13 | idiomas | pc06 | Practica
0640615 |3857 | 2007-09-03 | 17:21:41 | 18:21:41 | idiomas | pc07 | Practica
0732391 |3841 | 2007-09-03 | 17:41:22 | 18:41:22 | idiomas | pc09 | Practica
0732210 |3841 | 2007-09-03 | 17:32:32 | 18:32:32 | idiomas | pc10 | Practica
0222304 |3842 | 2007-09-05 | 13:07:50 | 14:07:50 | idiomas | pc03 | Practica
0337844 |3857 | 2007-09-05 | 15:03:21 | 16:03:21 | idiomas | pc04 | Practica
0222345 |3846 | 2007-09-05 | 20:00:17 | 21:00:17 | idiomas | pc04 | Practica
0528046 |3857 | 2007-09-05 | 15:03:38 | 16:03:38 | idiomas | pc06 | Practica
0536307 |3857 | 2007-09-05 | 17:19:08 | 18:19:08 | idiomas | pc06 | Practica
0738115 |3857 | 2007-09-05 | 17:21:39 | 18:21:39 | idiomas | pc08 | Practica
0222484 |3846 | 2007-09-05 | 20:00:52 | 21:00:52 | idiomas | pc08 | Practica
0122200 |3846 | 2007-09-05 | 15:10:57 | 16:10:57 | idiomas | pc10 | Practica
0732930 |3841 | 2007-09-05 | 17:45:52 | 18:45:52 | idiomas | pc10 | Practica
0731286 |3857 | 2007-09-05 | 15:23:51 | 16:23:51 | idiomas | pc12 | Practica
0731501 |3857 | 2007-09-05 | 15:24:11 | 16:24:11 | idiomas | pc14 | Practica
0747551 |3857 | 2007-09-06 | 15:55:15 | 16:55:15 | idiomas | pc01 | Practica
0222304 |3842 | 2007-09-06 | 10:15:21 | 11:15:21 | idiomas | pc02 | Practica
0741180 |3857 | 2007-09-06 | 15:55:56 | 16:55:56 | idiomas | pc03 | Practica
0732372 |3846 | 2007-09-06 | 11:00:57 | 12:00:57 | idiomas | pc04 | Practica
0431136 |3857 | 2007-09-06 | 13:13:35 | 14:13:35 | idiomas | pc04 | Practica
0750096 |3857 | 2007-09-06 | 16:11:29 | 17:11:29 | idiomas | pc04 | Practica
0128327 |3845 | 2007-09-06 | 17:26:36 | 18:26:36 | idiomas | pc04 | Practica
0422274 |3857 | 2007-09-06 | 13:14:22 | 14:14:22 | idiomas | pc06 | Practica
0744338 |3857 | 2007-09-06 | 16:23:03 | 17:23:03 | idiomas | pc06 | Practica
0444465 |3857 | 2007-09-06 | 13:45:53 | 14:45:53 | idiomas | pc08 | Practica
0744125 |3857 | 2007-09-06 | 16:24:44 | 17:24:44 | idiomas | pc08 | Practica
0741065 |3857 | 2007-09-06 | 14:01:52 | 15:01:52 | idiomas | pc10 | Practica
0422372 |3857 | 2007-09-06 | 16:25:01 | 17:25:01 | idiomas | pc10 | Practica
0738115 |3857 | 2007-09-06 | 14:01:06 | 15:01:06 | idiomas | pc12 | Practica
0222122 |3842 | 2007-09-06 | 16:34:37 | 17:34:37 | idiomas | pc12 | Practica
0748125 |3841 | 2007-09-06 | 17:35:56 | 18:35:56 | idiomas | pc12 | Practica
16609971 |1111 | 2007-09-06 | 16:47:52 | 17:47:52 | idiomas | pc14 | Practica
0743640 |3857 | 2007-09-06 | 17:15:02 | 18:15:02 | idiomas | pc16 | Practica
0732996 |3845 | 2007-09-06 | 17:54:00 | 18:54:00 | idiomas | pc16 | Practica
0750339 |3857 | 2007-09-06 | 17:16:56 | 18:16:56 | idiomas | pc18 | Practica
0743640 |3857 | 2007-09-06 | 17:55:07 | 18:55:07 | idiomas | pc18 | Practica
0533476 |3846 | 2007-09-06 | 17:43:11 | 18:43:11 | idiomas | pc19 | Practica
0750339 |3857 | 2007-09-06 | 17:49:56 | 18:49:56 | idiomas | pc20 | Practica
0732930 |3841 | 2007-09-06 | 17:34:25 | 18:34:25 | idiomas | pc21 | Practica
0752191 |3841 | 2007-09-06 | 17:34:57 | 18:34:57 | idiomas | pc22 | Practica
0522301 |3857 | 2007-09-07 | 14:29:54 | 15:29:54 | idiomas | pc01 | Practica
0522336 |3846 | 2007-09-07 | 13:18:16 | 14:18:16 | idiomas | pc01 | Practica
0529196 |3846 | 2007-09-07 | 16:29:00 | 17:29:00 | idiomas | pc01 | Practica
0444268 |3748 | 2007-09-07 | 17:12:41 | 18:12:41 | idiomas | pc01 | Practica
0736242 |3845 | 2007-09-07 | 19:06:41 | 20:06:41 | idiomas | pc01 | Practica
0740281 |3857 | 2007-09-07 | 14:08:37 | 15:08:37 | idiomas | pc03 | Practica
0631162 |3846 | 2007-09-07 | 17:01:00 | 18:01:00 | idiomas | pc03 | Practica
0631162 |3846 | 2007-09-07 | 13:18:31 | 14:18:31 | idiomas | pc03 | Practica
0639697 |3846 | 2007-09-07 | 13:18:54 | 14:18:54 | idiomas | pc04 | Practica
0739281 |3857 | 2007-09-07 | 14:09:21 | 15:09:21 | idiomas | pc04 | Practica
0444665 |3857 | 2007-09-07 | 17:05:26 | 18:05:26 | idiomas | pc04 | Practica
