Elaborado el... 2007-11-15
Mes: 1 de Febrero de 2007 al 28 de Febrero de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO
0505278 |7878 | 2007-03-28 | 09:01:45 | 10:01:45 | idiomas | pc11 | Practica
31162165 |1111 | 2007-03-28 | 15:49:40 | 16:49:40 | idiomas | pc12 | Practica
0439436 |3846 | 2007-03-28 | 09:14:39 | 10:14:39 | idiomas | pc17 | Practica
0731777 |3846 | 2007-03-28 | 17:11:12 | 18:11:12 | idiomas | pc18 | Practica
0428198 |3845 | 2007-03-28 | 09:12:29 | 10:12:29 | idiomas | pc18 | Practica
0330630 |3660 | 2007-03-28 | 17:02:01 | 18:02:01 | idiomas | pc19 | Practica
0432554 |3846 | 2007-03-28 | 09:11:51 | 10:11:51 | idiomas | pc19 | Practica
0632122 |3857 | 2007-03-28 | 10:01:49 | 11:01:49 | idiomas | pc19 | Practica
0735464 |3846 | 2007-03-28 | 17:10:50 | 18:10:50 | idiomas | pc19 | Practica
0234760 |3845 | 2007-03-28 | 16:06:15 | 17:06:15 | idiomas | pc20 | Practica
0635403 |3857 | 2007-03-28 | 09:07:51 | 10:07:51 | idiomas | pc20 | Practica
0533528 |3842 | 2007-03-28 | 10:34:14 | 11:34:14 | idiomas | pc20 | Practica
0638879 |3857 | 2007-03-28 | 08:50:37 | 09:50:37 | idiomas | pc21 | Practica
0638093 |3857 | 2007-03-28 | 10:11:21 | 11:11:21 | idiomas | pc21 | Practica
0232681 |3846 | 2007-03-28 | 16:04:50 | 17:04:50 | idiomas | pc21 | Practica
0638186 |3857 | 2007-03-28 | 08:49:54 | 09:49:54 | idiomas | pc22 | Practica
0228931 |3845 | 2007-03-28 | 12:00:53 | 13:00:53 | idiomas | pc22 | Practica
0441530 |3857 | 2007-03-28 | 14:18:43 | 15:18:43 | idiomas | pc22 | Practica
0422372 |3857 | 2007-03-29 | 14:42:10 | 15:42:10 | idiomas | pc02 | Practica
0505278 |7878 | 2007-03-29 | 14:57:43 | 15:57:43 | idiomas | pc04 | Practica
0625167 |3842 | 2007-03-29 | 14:48:53 | 15:48:53 | idiomas | pc11 | Practica
0331260 |3857 | 2007-03-29 | 10:11:10 | 11:11:10 | idiomas | pc11 | Practica
0342076 |3857 | 2007-03-29 | 10:09:46 | 11:09:46 | idiomas | pc12 | Practica
0624234 |3842 | 2007-03-29 | 14:46:53 | 15:46:53 | idiomas | pc14 | Practica
0733019 |3857 | 2007-03-29 | 10:09:21 | 11:09:21 | idiomas | pc14 | Practica
0635570 |3857 | 2007-03-29 | 14:47:09 | 15:47:09 | idiomas | pc16 | Practica
0222459 |3842 | 2007-03-29 | 11:22:38 | 12:22:38 | idiomas | pc16 | Practica
0339212 |3857 | 2007-03-29 | 10:07:47 | 11:07:47 | idiomas | pc16 | Practica
0635403 |3857 | 2007-03-29 | 16:57:54 | 17:57:54 | idiomas | pc16 | Practica
0332433 |3857 | 2007-03-29 | 10:07:31 | 11:07:31 | idiomas | pc18 | Practica
0441530 |3857 | 2007-03-29 | 16:52:50 | 17:52:50 | idiomas | pc18 | Practica
0638203 |3857 | 2007-03-29 | 14:18:57 | 15:18:57 | idiomas | pc18 | Practica
0444268 |3748 | 2007-03-29 | 14:18:39 | 15:18:39 | idiomas | pc20 | Practica
0439281 |3857 | 2007-03-29 | 11:01:35 | 12:01:35 | idiomas | pc20 | Practica
0340254 |3857 | 2007-03-29 | 10:00:59 | 11:00:59 | idiomas | pc20 | Practica
0322206 |3846 | 2007-03-29 | 16:10:11 | 17:10:11 | idiomas | pc22 | Practica
0232602 |3846 | 2007-03-29 | 14:18:23 | 15:18:23 | idiomas | pc22 | Practica
0444268 |3748 | 2007-03-29 | 08:20:19 | 09:20:19 | idiomas | pc22 | Practica
16859301 |3333 | 2007-03-30 | 13:41:37 | 14:41:37 | idiomas | pc01 | Practica
16859301 |3333 | 2007-03-30 | 13:46:06 | 14:46:06 | idiomas | pc01 | Practica
0731777 |3846 | 2007-03-30 | 15:46:31 | 16:46:31 | idiomas | pc02 | Practica
0732372 |3846 | 2007-03-30 | 15:47:20 | 16:47:20 | idiomas | pc03 | Practica
0638879 |3857 | 2007-03-30 | 09:24:43 | 10:24:43 | idiomas | pc03 | Practica
0529196 |3846 | 2007-03-30 | 15:56:18 | 16:56:18 | idiomas | pc04 | Practica
0641455 |3857 | 2007-03-30 | 09:28:56 | 10:28:56 | idiomas | pc04 | Practica
0731954 |3846 | 2007-03-30 | 16:41:38 | 17:41:38 | idiomas | pc05 | Practica
0635403 |3857 | 2007-03-30 | 10:09:13 | 11:09:13 | idiomas | pc06 | Practica
0440143 |3857 | 2007-03-30 | 15:59:35 | 16:59:35 | idiomas | pc06 | Practica
0640615 |3857 | 2007-03-30 | 09:29:09 | 10:29:09 | idiomas | pc06 | Practica
0522121 |3857 | 2007-03-30 | 16:34:43 | 17:34:43 | idiomas | pc07 | Practica
0533426 |3842 | 2007-03-30 | 16:24:52 | 17:24:52 | idiomas | pc08 | Practica
0439281 |3857 | 2007-03-30 | 09:47:17 | 10:47:17 | idiomas | pc08 | Practica
0534484 |3842 | 2007-03-30 | 16:25:43 | 17:25:43 | idiomas | pc10 | Practica
0632122 |3857 | 2007-03-30 | 10:10:12 | 11:10:12 | idiomas | pc10 | Practica
0340254 |3857 | 2007-03-30 | 10:18:16 | 11:18:16 | idiomas | pc12 | Practica
0638093 |3857 | 2007-03-30 | 10:31:41 | 11:31:41 | idiomas | pc14 | Practica
0439436 |3846 | 2007-03-30 | 11:20:19 | 12:20:19 | idiomas | pc16 | Practica
0635570 |3857 | 2007-03-30 | 09:18:23 | 10:18:23 | idiomas | pc18 | Practica
0638203 |3857 | 2007-03-30 | 09:18:11 | 10:18:11 | idiomas | pc20 | Practica
0638203 |3857 | 2007-03-30 | 09:20:41 | 10:20:41 | idiomas | pc20 | Practica
0638186 |3857 | 2007-03-30 | 08:58:43 | 09:58:43 | idiomas | pc22 | Practica
0522224 |3551 | 2007-03-31 | 17:33:07 | 18:33:07 | idiomas | pc14 | Practica
0522357 |3842 | 2007-03-31 | 16:47:44 | 17:47:44 | idiomas | pc16 | Practica
0522140 |3842 | 2007-03-31 | 16:47:30 | 17:47:30 | idiomas | pc18 | Practica
0522358 |3842 | 2007-03-31 | 16:47:10 | 17:47:10 | idiomas | pc20 | Practica
0522003 |3842 | 2007-03-31 | 16:46:59 | 17:46:59 | idiomas | pc22 | Practica


Elaborado el... 2007-11-15
Mes: 1 de Abril de 2007 al 30 de Abril de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO

0505278 |7878 | 2007-04-09 | 10:48:47 | 11:48:47 | idiomas | pc01 | Practica
0731777 |3846 | 2007-04-09 | 08:34:20 | 09:34:20 | idiomas | pc01 | Practica
0731267 |3846 | 2007-04-09 | 08:39:04 | 09:39:04 | idiomas | pc02 | Practica
0733416 |3846 | 2007-04-09 | 08:41:52 | 09:41:52 | idiomas | pc03 | Practica
0730810 |3857 | 2007-04-09 | 11:26:35 | 12:26:35 | idiomas | pc04 | Practica
0441530 |3857 | 2007-04-09 | 08:39:57 | 09:39:57 | idiomas | pc04 | Practica
0439857 |3842 | 2007-04-09 | 09:16:16 | 10:16:16 | idiomas | pc07 | Practica
0439857 |3842 | 2007-04-09 | 09:15:55 | 10:15:55 | idiomas | pc07 | Practica
0710069 |3845 | 2007-04-09 | 10:33:09 | 11:33:09 | idiomas | pc21 | Practica
0505278 |7878 | 2007-04-10 | 09:51:41 | 10:51:41 | idiomas | pc10 | Practica
0735459 |3846 | 2007-04-10 | 09:48:41 | 10:48:41 | idiomas | pc12 | Practica
16253860 |1111 | 2007-04-10 | 09:07:29 | 10:07:29 | idiomas | pc14 | Practica
0422147 |3842 | 2007-04-10 | 09:04:51 | 10:04:51 | idiomas | pc16 | Practica
0441530 |3857 | 2007-04-10 | 08:59:53 | 09:59:53 | idiomas | pc18 | Practica
0422360 |3846 | 2007-04-10 | 08:53:22 | 09:53:22 | idiomas | pc20 | Practica
0422208 |3846 | 2007-04-10 | 08:53:03 | 09:53:03 | idiomas | pc22 | Practica
0735807 |3846 | 2007-04-10 | 10:30:01 | 11:30:01 | idiomas | pc22 | Practica
16253860 |1111 | 2007-04-11 | 09:33:42 | 10:33:42 | idiomas | pc01 | Practica
0222459 |3842 | 2007-04-11 | 11:40:32 | 12:40:32 | idiomas | pc01 | Practica
0222459 |3842 | 2007-04-11 | 11:24:13 | 12:24:13 | idiomas | pc01 | Practica
0441530 |3857 | 2007-04-11 | 14:23:07 | 15:23:07 | idiomas | pc01 | Practica
0505278 |7878 | 2007-04-11 | 09:28:10 | 10:28:10 | idiomas | pc04 | Practica
0340254 |3857 | 2007-04-11 | 14:38:51 | 15:38:51 | idiomas | pc04 | Practica
0444268 |3748 | 2007-04-11 | 10:06:29 | 11:06:29 | idiomas | pc06 | Practica
0422114 |3842 | 2007-04-11 | 14:56:11 | 15:56:11 | idiomas | pc06 | Practica
0342076 |3857 | 2007-04-11 | 15:07:39 | 16:07:39 | idiomas | pc08 | Practica
0327074 |3846 | 2007-04-11 | 15:42:44 | 16:42:44 | idiomas | pc20 | Practica
9721754 |3845 | 2007-04-11 | 15:26:05 | 16:26:05 | idiomas | pc22 | Practica
0438580 |3841 | 2007-04-12 | 10:55:37 | 11:55:37 | idiomas | pc04 | Practica
0135890 |3846 | 2007-04-12 | 11:00:35 | 12:00:35 | idiomas | pc06 | Practica
9935071 |3845 | 2007-04-12 | 10:56:29 | 11:56:29 | idiomas | pc08 | Practica
0441530 |3857 | 2007-04-12 | 10:57:05 | 11:57:05 | idiomas | pc10 | Practica
0422147 |3842 | 2007-04-12 | 10:57:28 | 11:57:28 | idiomas | pc12 | Practica
0731286 |3857 | 2007-04-12 | 16:13:02 | 17:13:02 | idiomas | pc12 | Practica
0340254 |3857 | 2007-04-12 | 10:57:42 | 11:57:42 | idiomas | pc14 | Practica
9721754 |3845 | 2007-04-12 | 16:08:18 | 17:08:18 | idiomas | pc14 | Practica
0429436 |3842 | 2007-04-12 | 15:50:22 | 16:50:22 | idiomas | pc16 | Practica
0522208 |3857 | 2007-04-12 | 17:40:43 | 18:40:43 | idiomas | pc16 | Practica
0730819 |3857 | 2007-04-12 | 10:09:59 | 11:09:59 | idiomas | pc16 | Practica
0730810 |3857 | 2007-04-12 | 10:09:45 | 11:09:45 | idiomas | pc18 | Practica
0437765 |3842 | 2007-04-12 | 15:42:28 | 16:42:28 | idiomas | pc18 | Practica
31967850 |3333 | 2007-04-12 | 15:41:01 | 16:41:01 | idiomas | pc20 | Practica
0505278 |7878 | 2007-04-12 | 10:09:32 | 11:09:32 | idiomas | pc20 | Practica
0638093 |3857 | 2007-04-12 | 14:59:29 | 15:59:29 | idiomas | pc22 | Practica
0733019 |3857 | 2007-04-12 | 10:08:55 | 11:08:55 | idiomas | pc22 | Practica
9929771 |3340 | 2007-04-12 | 11:11:04 | 12:11:04 | idiomas | pc22 | Practica
0422147 |3842 | 2007-04-12 | 16:12:33 | 17:12:33 | idiomas | pc22 | Practica
0505278 |7878 | 2007-04-13 | 14:42:36 | 15:42:36 | idiomas | pc01 | Practica
0731777 |3846 | 2007-04-13 | 11:00:24 | 12:00:24 | idiomas | pc02 | Practica
0529196 |3846 | 2007-04-13 | 14:51:44 | 15:51:44 | idiomas | pc03 | Practica
0444268 |3748 | 2007-04-13 | 11:00:35 | 12:00:35 | idiomas | pc04 | Practica
16859301 |3333 | 2007-04-13 | 15:33:12 | 16:33:12 | idiomas | pc04 | Practica
0422147 |3842 | 2007-04-13 | 15:20:33 | 16:20:33 | idiomas | pc04 | Practica
0422147 |3842 | 2007-04-13 | 16:31:50 | 17:31:50 | idiomas | pc06 | Practica
0441530 |3857 | 2007-04-13 | 15:23:08 | 16:23:08 | idiomas | pc06 | Practica
0445454 |3846 | 2007-04-13 | 11:13:47 | 12:13:47 | idiomas | pc08 | Practica
16647480 |3333 | 2007-04-13 | 16:34:17 | 17:34:17 | idiomas | pc08 | Practica
66844773 |3333 | 2007-04-13 | 16:35:50 | 17:35:50 | idiomas | pc09 | Practica
0422372 |3857 | 2007-04-13 | 11:30:16 | 12:30:16 | idiomas | pc10 | Practica
0450068 |3845 | 2007-04-13 | 10:41:33 | 11:41:33 | idiomas | pc12 | Practica
0522208 |3857 | 2007-04-13 | 17:08:50 | 18:08:50 | idiomas | pc13 | Practica
0422147 |3842 | 2007-04-13 | 10:41:10 | 11:41:10 | idiomas | pc14 | Practica
0422114 |3842 | 2007-04-13 | 10:40:16 | 11:40:16 | idiomas | pc16 | Practica
0533426 |3842 | 2007-04-13 | 16:46:40 | 17:46:40 | idiomas | pc16 | Practica
0534484 |3842 | 2007-04-13 | 16:46:07 | 17:46:07 | idiomas | pc17 | Practica
0441530 |3857 | 2007-04-13 | 16:42:35 | 17:42:35 | idiomas | pc18 | Practica
0730114 |3857 | 2007-04-13 | 10:12:36 | 11:12:36 | idiomas | pc18 | Practica
0322188 |3846 | 2007-04-13 | 10:05:23 | 11:05:23 | idiomas | pc20 | Practica
0735459 |3846 | 2007-04-13 | 16:36:59 | 17:36:59 | idiomas | pc20 | Practica
0440254 |3857 | 2007-04-13 | 15:26:41 | 16:26:41 | idiomas | pc20 | Practica
0422130 |3842 | 2007-04-13 | 16:47:38 | 17:47:38 | idiomas | pc21 | Practica
9929771 |3340 | 2007-04-13 | 09:58:34 | 10:58:34 | idiomas | pc22 | Practica
0439281 |3857 | 2007-04-13 | 15:18:52 | 16:18:52 | idiomas | pc22 | Practica
0439281 |3857 | 2007-04-13 | 16:32:24 | 17:32:24 | idiomas | pc22 | Practica
66844773 |3333 | 2007-04-14 | 14:54:44 | 15:54:44 | idiomas | pc18 | Practica
0122376 |3845 | 2007-04-14 | 14:46:18 | 15:46:18 | idiomas | pc20 | Practica
0122187 |3845 | 2007-04-14 | 14:46:03 | 15:46:03 | idiomas | pc22 | Practica
0505278 |7878 | 2007-04-16 | 08:24:58 | 09:24:58 | idiomas | pc01 | Practica
0623526 |3842 | 2007-04-16 | 08:51:56 | 09:51:56 | idiomas | pc03 | Practica
0733251 |3846 | 2007-04-16 | 09:34:23 | 10:34:23 | idiomas | pc04 | Practica
16253860 |1111 | 2007-04-16 | 09:04:30 | 10:04:30 | idiomas | pc21 | Practica
0358448 |3846 | 2007-04-17 | 10:47:02 | 11:47:02 | idiomas | pc13 | Practica
0505278 |7878 | 2007-04-17 | 08:31:33 | 09:31:33 | idiomas | pc13 | Practica
16253860 |1111 | 2007-04-17 | 08:40:06 | 09:40:06 | idiomas | pc15 | Practica
0441530 |3857 | 2007-04-17 | 09:37:14 | 10:37:14 | idiomas | pc17 | Practica
0733251 |3846 | 2007-04-17 | 09:37:31 | 10:37:31 | idiomas | pc19 | Practica
0522104 |3857 | 2007-04-17 | 11:11:10 | 12:11:10 | idiomas | pc19 | Practica
0440143 |3857 | 2007-04-17 | 10:46:09 | 11:46:09 | idiomas | pc21 | Practica
0444268 |3748 | 2007-04-18 | 15:57:37 | 16:57:37 | idiomas | pc01 | Practica
0529196 |3846 | 2007-04-18 | 16:59:35 | 17:59:35 | idiomas | pc01 | Practica
0322206 |3846 | 2007-04-18 | 11:05:00 | 12:05:00 | idiomas | pc01 | Practica
0638093 |3857 | 2007-04-18 | 09:47:56 | 10:47:56 | idiomas | pc01 | Practica
0444268 |3748 | 2007-04-18 | 15:04:54 | 16:04:54 | idiomas | pc01 | Practica
0444268 |3748 | 2007-04-18 | 10:16:04 | 11:16:04 | idiomas | pc03 | Practica
0731954 |3846 | 2007-04-18 | 15:59:43 | 16:59:43 | idiomas | pc03 | Practica
9929771 |3340 | 2007-04-18 | 11:10:32 | 12:10:32 | idiomas | pc03 | Practica
31162165 |1111 | 2007-04-18 | 15:07:23 | 16:07:23 | idiomas | pc04 | Practica
0632122 |3857 | 2007-04-18 | 09:42:02 | 10:42:02 | idiomas | pc06 | Practica
0645063 |3857 | 2007-04-18 | 09:43:50 | 10:43:50 | idiomas | pc08 | Practica
0505278 |7878 | 2007-04-18 | 08:48:11 | 09:48:11 | idiomas | pc11 | Practica
16253860 |1111 | 2007-04-18 | 09:12:18 | 10:12:18 | idiomas | pc18 | Practica
0441530 |3857 | 2007-04-18 | 09:12:38 | 10:12:38 | idiomas | pc22 | Practica
66729759 |3333 | 2007-04-19 | 16:28:15 | 17:28:15 | idiomas | pc01 | Practica
0505278 |7878 | 2007-04-19 | 16:09:27 | 17:09:27 | idiomas | pc10 | Practica
0330715 |3846 | 2007-04-19 | 10:57:32 | 11:57:32 | idiomas | pc14 | Practica
0441530 |3857 | 2007-04-19 | 10:28:16 | 11:28:16 | idiomas | pc16 | Practica
0624943 |3857 | 2007-04-19 | 11:45:10 | 12:45:10 | idiomas | pc18 | Practica
0733717 |3857 | 2007-04-19 | 10:27:55 | 11:27:55 | idiomas | pc18 | Practica
0441530 |3857 | 2007-04-19 | 16:01:47 | 17:01:47 | idiomas | pc18 | Practica
0322206 |3846 | 2007-04-19 | 16:01:29 | 17:01:29 | idiomas | pc20 | Practica
0732647 |3857 | 2007-04-19 | 10:27:38 | 11:27:38 | idiomas | pc20 | Practica
0522161 |3846 | 2007-04-19 | 11:44:54 | 12:44:54 | idiomas | pc20 | Practica
0322206 |3846 | 2007-04-19 | 16:00:44 | 17:00:44 | idiomas | pc20 | Practica
0439281 |3857 | 2007-04-19 | 09:53:27 | 10:53:27 | idiomas | pc22 | Practica
0422114 |3842 | 2007-04-19 | 16:00:31 | 17:00:31 | idiomas | pc22 | Practica
9929771 |3340 | 2007-04-19 | 11:44:24 | 12:44:24 | idiomas | pc22 | Practica
0444465 |3857 | 2007-04-19 | 15:43:00 | 16:43:00 | idiomas | pc22 | Practica
0641891 |3846 | 2007-04-20 | 16:53:01 | 17:53:01 | idiomas | pc01 | Practica
0735807 |3846 | 2007-04-20 | 16:14:21 | 17:14:21 | idiomas | pc03 | Practica
0529196 |3846 | 2007-04-20 | 14:22:00 | 15:22:00 | idiomas | pc04 | Practica
0522161 |3846 | 2007-04-20 | 15:57:54 | 16:57:54 | idiomas | pc07 | Practica
0522122 |3846 | 2007-04-20 | 15:57:01 | 16:57:01 | idiomas | pc08 | Practica
0445454 |3846 | 2007-04-20 | 11:20:27 | 12:20:27 | idiomas | pc08 | Practica
0538387 |3842 | 2007-04-20 | 10:23:42 | 11:23:42 | idiomas | pc10 | Practica
0540602 |3842 | 2007-04-20 | 10:23:24 | 11:23:24 | idiomas | pc12 | Practica
0635023 |3846 | 2007-04-20 | 16:53:53 | 17:53:53 | idiomas | pc12 | Practica
0522172 |3842 | 2007-04-20 | 10:22:26 | 11:22:26 | idiomas | pc14 | Practica
0441084 |3846 | 2007-04-20 | 11:27:35 | 12:27:35 | idiomas | pc16 | Practica
0529196 |3846 | 2007-04-20 | 10:14:01 | 11:14:01 | idiomas | pc16 | Practica
9929771 |3340 | 2007-04-20 | 10:12:04 | 11:12:04 | idiomas | pc18 | Practica
0533426 |3842 | 2007-04-20 | 10:09:18 | 11:09:18 | idiomas | pc20 | Practica
0534484 |3842 | 2007-04-20 | 10:09:07 | 11:09:07 | idiomas | pc22 | Practica
0638093 |3857 | 2007-04-25 | 09:49:45 | 10:49:45 | idiomas | pc01 | Practica
0444268 |3748 | 2007-04-25 | 15:06:35 | 16:06:35 | idiomas | pc01 | Practica
25529439 |3333 | 2007-04-25 | 12:51:45 | 13:51:45 | idiomas | pc01 | Practica
0422147 |3842 | 2007-04-25 | 10:32:12 | 11:32:12 | idiomas | pc01 | Practica
0627619 |3857 | 2007-04-25 | 17:18:09 | 18:18:09 | idiomas | pc02 | Practica
31285060 |3333 | 2007-04-25 | 12:53:40 | 13:53:40 | idiomas | pc03 | Practica
0626216 |3857 | 2007-04-25 | 17:18:48 | 18:18:48 | idiomas | pc03 | Practica
0539481 |3842 | 2007-04-25 | 16:05:35 | 17:05:35 | idiomas | pc04 | Practica
0522208 |3857 | 2007-04-25 | 17:29:08 | 18:29:08 | idiomas | pc05 | Practica
0505278 |7878 | 2007-04-25 | 14:13:46 | 15:13:46 | idiomas | pc12 | Practica
16253860 |1111 | 2007-04-25 | 08:46:54 | 09:46:54 | idiomas | pc18 | Practica
31162165 |1111 | 2007-04-25 | 16:31:30 | 17:31:30 | idiomas | pc21 | Practica
0639327 |3842 | 2007-04-26 | 16:35:04 | 17:35:04 | idiomas | pc01 | Practica
0626216 |3857 | 2007-04-26 | 16:42:59 | 17:42:59 | idiomas | pc03 | Clase
0422147 |3842 | 2007-04-26 | 16:47:25 | 17:47:25 | idiomas | pc04 | Practica
0441530 |3857 | 2007-04-26 | 16:47:54 | 17:47:54 | idiomas | pc06 | Practica
0627619 |3857 | 2007-04-26 | 17:14:46 | 18:14:46 | idiomas | pc08 | Practica
0441530 |3857 | 2007-04-26 | 08:34:04 | 09:34:04 | idiomas | pc12 | Practica
0505278 |7878 | 2007-04-26 | 08:34:26 | 09:34:26 | idiomas | pc14 | Practica
9929771 |3340 | 2007-04-26 | 16:32:51 | 17:32:51 | idiomas | pc14 | Practica
0330715 |3846 | 2007-04-26 | 15:48:57 | 16:48:57 | idiomas | pc16 | Practica
16647480 |3333 | 2007-04-26 | 14:49:21 | 15:49:21 | idiomas | pc18 | Practica
66844773 |3333 | 2007-04-26 | 14:48:39 | 15:48:39 | idiomas | pc20 | Practica
0444465 |3857 | 2007-04-26 | 14:17:53 | 15:17:53 | idiomas | pc22 | Practica
16828890 |3333 | 2007-04-26 | 09:04:22 | 10:04:22 | idiomas | pc22 | Practica
0626216 |3857 | 2007-04-27 | 16:47:24 | 17:47:24 | idiomas | pc01 | Practica
16859301 |3333 | 2007-04-27 | 13:52:05 | 14:52:05 | idiomas | pc01 | Practica
0627682 |3857 | 2007-04-27 | 16:49:25 | 17:49:25 | idiomas | pc03 | Practica
0622248 |3846 | 2007-04-27 | 15:52:31 | 16:52:31 | idiomas | pc03 | Practica
0441530 |3857 | 2007-04-27 | 14:53:37 | 15:53:37 | idiomas | pc04 | Practica
9721754 |3845 | 2007-04-27 | 16:57:18 | 17:57:18 | idiomas | pc06 | Practica
0624346 |3846 | 2007-04-27 | 15:49:30 | 16:49:30 | idiomas | pc06 | Practica
0623380 |3846 | 2007-04-27 | 15:19:45 | 16:19:45 | idiomas | pc08 | Practica
25529439 |3333 | 2007-04-27 | 17:00:29 | 18:00:29 | idiomas | pc08 | Practica
0730114 |3857 | 2007-04-27 | 10:03:46 | 11:03:46 | idiomas | pc12 | Practica
0505278 |7878 | 2007-04-27 | 08:28:53 | 09:28:53 | idiomas | pc12 | Practica
0623526 |3842 | 2007-04-27 | 08:50:33 | 09:50:33 | idiomas | pc14 | Practica
0340254 |3857 | 2007-04-27 | 09:51:13 | 10:51:13 | idiomas | pc14 | Practica
0735739 |3857 | 2007-04-27 | 10:15:33 | 11:15:33 | idiomas | pc16 | Practica
0730819 |3857 | 2007-04-27 | 10:27:57 | 11:27:57 | idiomas | pc18 | Practica
0734540 |3857 | 2007-04-27 | 10:35:35 | 11:35:35 | idiomas | pc20 | Practica
0444306 |3841 | 2007-04-27 | 16:03:11 | 17:03:11 | idiomas | pc20 | Practica
0623372 |3846 | 2007-04-27 | 15:58:12 | 16:58:12 | idiomas | pc22 | Practica
66844773 |3333 | 2007-04-29 | 09:06:35 | 10:06:35 | idiomas | pc01 | Practica
0505278 |7878 | 2007-04-30 | 08:41:44 | 09:41:44 | idiomas | pc01 | Practica
0630604 |3846 | 2007-04-30 | 10:04:24 | 11:04:24 | idiomas | pc02 | Practica
16253860 |1111 | 2007-04-30 | 08:52:15 | 09:52:15 | idiomas | pc03 | Practica
0444268 |3748 | 2007-04-30 | 10:49:59 | 11:49:59 | idiomas | pc04 | Practica
0439175 |3846 | 2007-04-30 | 11:03:56 | 12:03:56 | idiomas | pc06 | Practica


Elaborado el... 2007-11-15
Mes: 1 de Mayo de 2007 al 31 de Mayo de 2007
CODIGO | PLAN | FECHA REGISTRO | HORA INGRESO | HORA SALIDA | SALA | No. EQUIPO | TIPO USO

0342076 |3857 | 2007-05-02 | 16:19:21 | 17:19:21 | idiomas | pc22 | Practica
0505278 |7878 | 2007-05-03 | 08:44:47 | 09:44:47 | idiomas | pc12 | Practica
0627619 |3857 | 2007-05-03 | 15:39:40 | 16:39:40 | idiomas | pc12 | Practica
0626216 |3857 | 2007-05-03 | 15:40:07 | 16:40:07 | idiomas | pc14 | Practica
0624943 |3857 | 2007-05-03 | 15:41:13 | 16:41:13 | idiomas | pc16 | Practica
0540429 |3857 | 2007-05-03 | 10:19:07 | 11:19:07 | idiomas | pc18 | Practica
0624851 |3857 | 2007-05-03 | 15:42:29 | 16:42:29 | idiomas | pc18 | Practica
0625785 |3857 | 2007-05-03 | 15:58:11 | 16:58:11 | idiomas | pc20 | Practica
0534902 |3857 | 2007-05-03 | 10:18:49 | 11:18:49 | idiomas | pc20 | Practica
0641859 |3747 | 2007-05-03 | 08:28:48 | 09:28:48 | idiomas | pc22 | Clase
0322226 |3846 | 2007-05-04 | 11:06:09 | 12:06:09 | idiomas | pc01 | Clase
16859301 |3333 | 2007-05-04 | 14:10:22 | 15:10:22 | idiomas | pc01 | Practica
0322312 |3846 | 2007-05-04 | 11:06:21 | 12:06:21 | idiomas | pc02 | Clase
0336731 |3846 | 2007-05-04 | 11:06:33 | 12:06:33 | idiomas | pc03 | Clase
0226547 |3845 | 2007-05-04 | 11:06:51 | 12:06:51 | idiomas | pc04 | Clase
0024766 |3846 | 2007-05-04 | 11:07:07 | 12:07:07 | idiomas | pc05 | Clase
0441530 |3857 | 2007-05-04 | 14:12:53 | 15:12:53 | idiomas | pc06 | Practica
0322411 |3846 | 2007-05-04 | 11:07:20 | 12:07:20 | idiomas | pc06 | Clase
0249243 |3846 | 2007-05-04 | 11:07:36 | 12:07:36 | idiomas | pc07 | Clase
0322230 |3846 | 2007-05-04 | 11:07:58 | 12:07:58 | idiomas | pc08 | Clase
0322215 |3846 | 2007-05-04 | 11:08:11 | 12:08:11 | idiomas | pc09 | Clase
0322037 |3846 | 2007-05-04 | 11:08:28 | 12:08:28 | idiomas | pc10 | Clase
0226919 |3845 | 2007-05-04 | 11:08:43 | 12:08:43 | idiomas | pc11 | Clase
0529196 |3846 | 2007-05-04 | 15:47:03 | 16:47:03 | idiomas | pc11 | Practica
0505278 |7878 | 2007-05-04 | 08:40:54 | 09:40:54 | idiomas | pc12 | Practica
0322098 |3846 | 2007-05-04 | 11:09:13 | 12:09:13 | idiomas | pc14 | Clase
0322299 |3846 | 2007-05-04 | 11:09:28 | 12:09:28 | idiomas | pc15 | Clase
0322285 |3846 | 2007-05-04 | 11:09:45 | 12:09:45 | idiomas | pc16 | Clase
0322004 |3846 | 2007-05-04 | 11:10:07 | 12:10:07 | idiomas | pc17 | Clase
0330018 |3846 | 2007-05-04 | 11:10:24 | 12:10:24 | idiomas | pc18 | Clase
0243647 |3846 | 2007-05-04 | 11:11:08 | 12:11:08 | idiomas | pc19 | Clase
0234535 |3846 | 2007-05-04 | 11:13:08 | 12:13:08 | idiomas | pc20 | Clase
16704493 |1111 | 2007-05-04 | 08:13:58 | 09:13:58 | idiomas | pc22 | Practica
9929771 |3340 | 2007-05-05 | 13:57:09 | 14:57:09 | idiomas | pc20 | Practica
16647480 |3333 | 2007-05-05 | 13:56:19 | 14:56:19 | idiomas | pc22 | Practica
66844773 |3333 | 2007-05-06 | 09:10:26 | 10:10:26 | idiomas | pc01 | Practica
16647480 |3333 | 2007-05-06 | 10:16:06 | 11:16:06 | idiomas | pc03 | Practica
